,1.imp.prs.pl,1.ind.prs.pl,1.ind.prs.sg,1.prs.pl.sbjv,1.sg.prs.cond,1.sg.prs.sbjv,2.ind.pl.pst,2.ind.sg.pst,2.pl.pst.sbjv,2.prs.cond.pl,2.sg.prs.cond,2.sg.pst.sbjv,3.ind.fut.pl,3.ind.fut.sg,3.pl.pst.sbjv,3.prs.pl.sbjv,3.sg.pst.sbjv,imp.prs.2.sg,ind.1.pl.ipfv,ind.1.pst.sg,ind.1.sg.ipfv,ind.3.pl.ipfv,ind.3.pl.pst,ind.3.prs.pl,ind.3.prs.sg,ind.3.sg.ipfv,ind.3.sg.pst,ind.fut.1.pl,ind.fut.1.sg,ind.fut.pl.2,ind.fut.sg.2,ind.pl.2.ipfv,ind.prs.2.sg,ind.sg.2.ipfv,inf,m.ptcp.pl.pst,m.ptcp.sg.pst,pl.1.prs.cond,pl.1.pst.sbjv,pl.3.prs.cond,pl.imp.prs.2,pl.ind.1.pst,pl.ind.prs.2,pl.prs.2.sbjv,ptcp.pl.pst.f,ptcp.prs,ptcp.sg.pst.f,sg.1.pst.sbjv,sg.3.prs.cond,sg.3.prs.sbjv,sg.prs.2.sbjv,stem
mâchonner,"['m', 'ɔ̃']","['ø', 'ɔ̃']",['ɛ'],['jɔ̃'],"['Eʁ', 'E']",[''],"['d', 'it']","['j', 'a']","['ysj', 'e']",['oʁje'],['əvʁE'],"['j', 'as']","['vʁ', 'ɔ̃']",['Øvʁa'],['Etis'],['ø'],"['k', 'i']","['ɔ', 'ʁ']","['p', 'jɔ̃']",['uly'],"['k', 'E']","['j', 'E']",['Etiʁ'],"['ɛ', 'j']","['Ew', 'Ewa']","['əv', 'E']","['d', 'i']","['ʁiʁ', 'ɔ̃']","['əv', 'ʁE']","['udʁ', 'e']","['y', 'ʁa']",['nan'],['E'],['EsE'],['je'],"['j', 'e']",['ti'],['miʁjɔ̃'],"['akis', 'jɔ̃']",['miʁE'],['ue'],['im'],"['v', 'e']","['O', 'ʁi', 'je']","['O', 'e']",['ɑ̃'],['z'],"['O', 'ʁis']","['wj', 'wjEa', 'Eaʁ', 'E']",['v'],['ʁ'],"['tiz', 'n']"
mâchouiller,"['O', 'ʁ', 'ɔ̃']","['Ez', 'ɔ̃']","['ɥiø', 'ɥiø']","['swa', 'jɔ̃']",['EʁE'],['p'],['yt'],"['j', 'a']",['ʁisje'],['nan'],['ɛ̃dʁE'],"['ə', 'as']","['e', 'E', 'əʁ', 'ɔ̃']","['əi', 'əiʁa']",['ʁis'],['aɲ'],['fy'],['jɛʁ'],"['Øv', 'jɔ̃']","['Ø', 'E']",['əzE'],['tE'],"['E', 'Eʁ']",['j'],['u'],"['əv', 'E']","['k', 'i']","['jiʁ', 'ɔ̃']","['i', 'ʁE']","['waʁ', 'e']",['səʁa'],"['uvj', 'e']",['jɛʁ'],['E'],['viʁ'],"['v', 'i']",['je'],['əʁjɔ̃'],"['v', 'isjɔ̃']",['ʁE'],"['ə', 'e']",['im'],"['Øv', 'e']","['e', 'je']","['v', 'i']",['sɑ̃'],"['ə', 'e']",['ɛ̃s'],['OʁE'],"['E', 'ɛ']",['wa'],['dOdəlin']
mécaniser,"['iv', 'ɔ̃']","['Ez', 'ɔ̃']",['y'],"['swa', 'jɔ̃']","['əv', 'ʁE']",['ɛs'],"['O', 'at']","['p', 'i']",['wasje'],"['kʁi', 'je']",['oaʁE'],['Olys'],"['vʁ', 'ɔ̃']","['əi', 'əiʁa']","['E', 'as']",['ɔ'],"['Ø', 'i']","['v', 'a']","['u', 'jɔ̃']","['E', 'E']","['k', 'E']","['Øv', 'E']","['e', 'E', 'Eʁ']",['ɛz'],['a'],"['m', 'E']","['wa', 'ja']","['E', 'əʁ', 'ɔ̃']","['Øv', 'ʁE']","['Eʁ', 'e']",['ivʁa'],"['p', 'je']",['u'],['əzE'],['ɑ̃dʁ'],['y'],['z'],"['əi', 'əiʁjɔ̃']",['Eɲisjɔ̃'],['uvʁE'],"['u', 'e']",['uam'],"['s', 'e']","['z', 'je']",[''],['alɑ̃'],"['j', 'e']","['p', 'is']",['EtʁE'],['iv'],['iv'],['kOsiɲ']
mécher,"['ə', 'ɔ̃']","['oz', 'ɔ̃']",[''],"['i', 'jɔ̃']",['pʁE'],['j'],['it'],['vi'],['asje'],"['Øvʁij', 'e']",['udʁE'],['fys'],"['jiʁ', 'ɔ̃']",['Eʁa'],['uas'],['z'],"['Eɲ', 'i']",['i'],"['ən', 'jɔ̃']",['ti'],['EzE'],"['m', 'E']",['uEʁ'],['jɛʁ'],"['v', 'a']","['Ø', 'E']",['ɥa'],['ʁɔ̃'],['ØvʁE'],"['E', 'əʁ', 'e']",['Etʁa'],"['av', 'je']",['a'],"['Es', 'E']",['pʁ'],"['e', 'e']",['o'],"['jwa', 'jwaEʁjɔ̃']",['asjɔ̃'],['ɑ̃dʁE'],"['ɥ', 'e']",['uam'],"['uv', 'e']","['j', 'e']",['ji'],"['e', 'ɑ̃']",['ji'],"['p', 'is']",['oʁE'],['y'],"['ɛ', 'j']",['ʁəʃɑ̃ʒ']
méconnaître,"['was', 'ɔ̃']","['was', 'ɔ̃']",['wa'],"['z', 'jɔ̃']",['pʁE'],['œv'],['Ekyt'],['ʁi'],"['e', 'E', 'asje']",['jiʁje'],"['Eʁ', 'ʁE']",['mis'],"['waE', 'waEʁ', 'ɔ̃']",['yəʁa'],['ys'],['y'],['ji'],['nan'],"['i', 'jɔ̃']","['t', 'i']","['Es', 'E']","['Ø', 'E']","['k', 'iʁ']",['ɛt'],['y'],['yvE'],['Eky'],"['y', 'ʁ', 'ɔ̃']","['əi', 'əiʁE']","['iʁ', 'e']",['viʁa'],"['ɔlv', 'je']",[''],['zE'],"['ə', 'niʁ']","['Ø', 'i']",['ɛ̃'],['viʁjɔ̃'],"['s', 'jɔ̃']","['uv', 'ʁE']","['v', 'e']",['am'],"['u', 'e']","['ə', 'je']",['uly'],"['E', 'jɑ̃']",['i'],['ɛ̃s'],"['iʁ', 'E']",['ɛz'],"['a', 'j']",['ʁEtabli']
mécontenter,"['ø', 'ɔ̃']","['e', 'ɔ̃']",['œ'],"['u', 'jɔ̃']","['Øv', 'ʁE']",['s'],"['tz', 'tzizit']","['Ø', 'i']","['fys', 'je']",['oaʁje'],"['waE', 'waEʁE']","['O', 'ʁis']","['waE', 'waEʁ', 'ɔ̃']",['pʁa'],"['k', 'is']",['ɔ'],"['p', 'i']",['nan'],['sjɔ̃'],['Oly'],['alE'],"['p', 'E']",['Eɲiʁ'],['ɛ'],['nan'],"['Eɲ', 'E']","['ə', 'a']","['pʁ', 'ɔ̃']","['E', 'əʁE']",['uvʁe'],['Etiʁa'],"['av', 'je']",['wa'],['ozE'],['alwaʁ'],['ɛ̃'],"['v', 'i']","['Øvʁij', 'ɔ̃']",['Etisjɔ̃'],['oaʁE'],"['Ø', 'je']","['e', 'am']",['aɲe'],"['Es', 'je']",['je'],"['wEa', 'Ea', 'jɑ̃']",['ut'],"['wa', 'jas']",['dʁE'],['y'],"['wE', 'aj', 'aj']",['mitiʒ']
médicamenter,"['iz', 'ɔ̃']","['aɲ', 'ɔ̃']","['E', 'ɛ']","['t', 'jɔ̃']","['wj', 'wjEa', 'Eaʁ', 'E']",['was'],"['zt', 'ztit']","['u', 'y']","['E', 'asje']","['uvʁij', 'e']","['jwa', 'jwaEʁ', 'E']",['alys'],"['ɛ̃d', 'ʁ', 'ɔ̃']",['jiʁa'],['alas'],['j'],"['aɲ', 'i']",['nan'],"['j', 'ɔ̃']",['ly'],"['E', 'E']",['əzE'],['yʁ'],['wa'],['ɔ'],"['u', 'E']",['Eti'],"['ʁ', 'ɔ̃']","['Ø', 'əʁE']","['ʁ', 'e']","['ɛ̃d', 'ʁa']","['Ø', 'je']","['ɔ', 'ʁ']","['E', 'jE']","['O', 'ʁiʁ']",['ti'],"['ɥ', 'e']","['kʁi', 'jɔ̃']","['isjɔ̃', 'v']",['OʁE'],['ʁe'],['ym'],['ɛt'],['zje'],"['ə', 'n']","['e', 'ɑ̃']","['wa', 'je']",['zis'],"['wj', 'wjEa', 'Eaʁ', 'E']",['ɔlv'],['l'],"['ʁɑ̃d', 'n']"
médire,"['Eɲ', 'ɔ̃']","['Øv', 'ɔ̃']",['œ'],"['ə', 'jɔ̃']",['ɑ̃dʁE'],['l'],"['wa', 'jat']",['aki'],"['ys', 'je']","['udʁi', 'je']",['waʁE'],"['O', 'ʁis']","['jwa', 'jwaEʁ', 'ɔ̃']",['miʁa'],['vis'],['m'],"['E', 'a']",['u'],"['i', 'jɔ̃']","['e', 'E', 'E']","['ə', 'E']",['sE'],"['O', 'ʁiʁ']",['d'],['ʁ'],['avE'],['ji'],"['Øvʁ', 'ɔ̃']","['ɛ', 'əʁE']",['pʁe'],['jiʁa'],"['ij', 'ije', 'je']",['ɛ̃'],"['E', 'v']",['ɛtʁ'],"['v', 'i']","['ɥ', 'e']","['wj', 'wjEa', 'Eaʁjɔ̃']","['isjɔ̃', 'v']","['jɛ̃d', 'ʁE']","['u', 'e']","['Eɲ', 'im']","['l', 'e']","['ə', 'n', 'je']",['oz'],['ulɑ̃'],['ɛt'],['zis'],"['əi', 'əiʁE']",['E'],['t'],['dEpist']
méditer,['nan'],['wɔ̃'],"['wa', 'jE']","['Eʁ', 'jɔ̃']",['jɛ̃dʁE'],"['sw', 'a']",['alyt'],['a'],"['ø', 'asje']","['od', 'ʁ', 'je']",['jiʁE'],"['o', 'as']","['miʁ', 'ɔ̃']",['ɑ̃dʁa'],['akis'],[''],['zizi'],['œ'],['Øvjɔ̃'],['Eti'],"['uv', 'E']","['u', 'E']","['ə', 'Eʁ']",['d'],['jɛ̃'],"['j', 'E']",['mi'],"['ɑ̃dʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ̃d', 'ʁ', 'e']",['aʁa'],"['u', 'je']",['ʁ'],"['al', 'E']",[''],"['ø', 'e']","['Ø', 'e']","['wa', 'ʁjɔ̃']","['zisj', 'ɔ̃']",['OʁE'],"['ə', 'e']",['Ekym'],"['u', 'e']","['k', 'je']",['Et'],['ivɑ̃'],"['ɥ', 'e']",['tis'],['səʁE'],['ɛs'],['aɲ'],['dEmɔ̃tʁ']
méduser,"['j', 'ɔ̃']","['ə', 'ɔ̃']","['E', 'ɛ']","['aɲ', 'ɔ̃']",['miʁE'],['zz'],"['it', 'v']",['nan'],"['ysj', 'e']",['yəʁje'],['udʁE'],"['u', 'ys']","['səʁ', 'ɔ̃']",['oʁa'],"['e', 'E', 'as']",['ɛs'],"['Ø', 'a']",['je'],"['Es', 'jɔ̃']","['d', 'i']","['v', 'E']",['ɥE'],['Eɲiʁ'],['ø'],['ɛ̃'],"['w', 'E']","['ə', 'a']","['waE', 'waEʁ', 'ɔ̃']","['waE', 'waEʁE']",['uvʁe'],['tiʁa'],"['O', 'e']",['y'],"['z', 'E']",['əvwaʁ'],['je'],['Oly'],"['uvʁij', 'ɔ̃']",['jasjɔ̃'],"['wj', 'wjEa', 'Eaʁ', 'E']","['Ø', 'je']",['Eɲim'],['ue'],"['Et', 'je']",['mi'],['zɑ̃'],['d'],"['o', 'as']",['ʁE'],['ɛɲ'],"['a', 'j']",['tɑ̃pOʁiz']
méfier,"['k', 'ɔ̃']","['E', 'ɔ̃']",['ø'],"['ʁi', 'jɔ̃']","['udʁ', 'E']",['ɛt'],"['o', 'at']",['Oly'],['isje'],"['vʁi', 'je']",['ɑ̃dʁE'],['tis'],"['udʁ', 'ɔ̃']",['Odʁa'],['akis'],['aʃ'],"['e', 'E', 'a']",['jɛʁ'],"['ʁi', 'jɔ̃']","['ø', 'E']","['ɥ', 'E']","['wa', 'jE']",['yʁ'],['av'],['y'],"['Es', 'E']",['nan'],"['pʁ', 'ɔ̃']","['e', 'E', 'əʁE']","['œ', 'əʁ', 'e']",['tʁa'],"['ən', 'je']",['œ'],"['iv', 'E']","['ɛ̃d', 'ʁ']",['y'],['i'],['uʁjɔ̃'],['isjɔ̃'],['watʁE'],"['ən', 'e']",['im'],"['E', 'e']",['asje'],"['O', 'e']",['wasɑ̃'],"['ɥ', 'e']",['was'],"['udʁ', 'E']","['ɔ', 'ʁ']",['y'],['ʁEaktiv']
mégir,"['Es', 'ɔ̃']","['ɔlv', 'ɔ̃']",[''],['ɥisjɔ̃'],['ʁE'],['jɛn'],['jat'],['ji'],"['akis', 'je']",['oʁje'],['nan'],"['j', 'as']","['səʁ', 'ɔ̃']",['viʁa'],['Eɲis'],['aʃ'],['zizi'],['i'],"['o', 'jɔ̃']",['mi'],['E'],"['ɔlv', 'E']","['aɲ', 'iʁ']",['wav'],"['ɔ', 'ʁ']",['avE'],['ɛ̃'],"['pʁ', 'ɔ̃']",['udʁE'],"['aʁ', 'e']",['səʁa'],"['i', 'je']",['ɔ'],['yvE'],['Etiʁ'],"['al', 'e']",['z'],"['ud', 'ʁijɔ̃']","['ulys', 'jɔ̃']",['jɛ̃dʁE'],['e'],['alam'],"['av', 'e']","['ən', 'je']","['o', 'e']","['u', 'ɑ̃']","['O', 'ʁt']",['is'],['ʁE'],['v'],['oz'],"['ɛ̃kizisj', 'n']"
mégoter,['jɔ̃'],"['O', 'ɔ̃']",['ɛ̃'],"['ʁi', 'jɔ̃']",['ivʁE'],['sis'],['alyt'],"['d', 'i']","['ø', 'asje']","['uvʁij', 'e']",['iʁE'],['ys'],"['pʁ', 'ɔ̃']","['jwa', 'jwaEʁa']",['s'],['iz'],[''],['o'],"['uv', 'jɔ̃']","['i', 'v']","['iv', 'E']",['ɥE'],"['e', 'Eʁ']",['i'],"['E', 'ɛ']",['uE'],"['j', 'a']","['jiʁ', 'ɔ̃']","['waE', 'waEʁE']","['watʁ', 'e']","['ɛ', 'əʁa']","['al', 'je']",['ɛ'],"['was', 'E']",['pʁ'],"['ø', 'e']","['j', 'e']","['wj', 'wjEa', 'Eaʁjɔ̃']",['alasjɔ̃'],"['Odʁ', 'E']","['O', 'e']",['tim'],"['ə', 'n', 'e']","['i', 'je']",['z'],['zɑ̃'],['p'],"['e', 'E', 'as']","['ud', 'ʁE']",['t'],"['a', 'j']",['vuswa']
mélancoliser,"['Eɲ', 'ɔ̃']","['z', 'ɔ̃']",['o'],['zjɔ̃'],"['Odʁ', 'E']",['ɔ'],"['o', 'at']",['ly'],['wajasje'],"['od', 'ʁ', 'je']","['i', 'ʁE']",['mis'],['ʁɔ̃'],"['ɔ', 'əʁa']",['fys'],['al'],['Eti'],"['v', 'a']","['E', 'jɔ̃']","['O', 'E']","['uv', 'E']",['izE'],['jEʁ'],['nan'],['ɔ'],['wE'],"['p', 'i']","['miʁ', 'ɔ̃']","['Eʁ', 'E']",['vʁe'],"['ɛ̃d', 'ʁa']",['zje'],"['ou', 'oulv']",['aɲE'],['Eʁiʁ'],"['e', 'E', 'e']",['e'],"['ɛ', 'əʁjɔ̃']",['jisjɔ̃'],"['wj', 'wjEa', 'Eaʁ', 'E']","['k', 'e']","['ə', 'am']","['tz', 'tz', 'e']","['m', 'je']",['aly'],['mɑ̃'],"['w', 'e']",['Eɲis'],"['Ø', 'əʁE']",['ɛs'],['jɛn'],['ɑ̃fɔʁsi']
mélanger,"['uv', 'ɔ̃']","['ø', 'ɔ̃']",[''],"['j', 'ɔ̃']","['e', 'E', 'əʁE']",['u'],"['Eɲ', 'it']","['O', 'a']","['v', 'isje']","['uvʁij', 'e']","['waʁ', 'E']","['O', 'ʁis']","['əi', 'əiʁ', 'ɔ̃']",['Øvʁa'],"['wa', 'jas']",['ɛs'],['mi'],['ɛ̃'],"['Ø', 'ɔ̃']","['w', 'E']","['p', 'E']","['ə', 'n', 'E']",['ziʁ'],['z'],['ɛ'],"['e', 'E']",['i'],"['udʁ', 'ɔ̃']","['y', 'ʁE']","['ɔ', 'əʁ', 'e']",['jiʁa'],"['O', 'ʁi', 'je']",['jɛ̃'],"['ɔlv', 'E']",['miʁ'],"['Ø', 'e']",['ly'],['yəʁjɔ̃'],"['is', 'jɔ̃']",['iʁE'],"['e', 'e']","['ə', 'am']","['ɔlv', 'e']","['d', 'je']",['ʁt'],['Ejɑ̃'],"['Ø', 'i']",['ys'],['jEʁE'],['E'],['v'],"['ad', 'n']"
mémoriser,"['Ø', 'ɔ̃']",['sɔm'],['i'],"['ɔlv', 'jɔ̃']",['dʁE'],"['a', 'j']",['uat'],['fy'],"['p', 'isje']","['u', 'ʁje']",['EtʁE'],['ys'],"['Ø', 'əʁ', 'ɔ̃']","['E', 'əʁa']","['t', 'is']",['l'],['ɛ̃'],"['E', 'ɛ']",['zjɔ̃'],"['i', 'v']","['Eʁ', 'E']","['e', 'E', 'E']",['ziziʁ'],['ɛs'],['i'],"['iv', 'E']","['aɲ', 'i']","['ɑ̃dʁ', 'ɔ̃']",['jiʁE'],['Øvʁe'],"['e', 'E', 'əʁa']","['i', 'je']",['ʁ'],"['k', 'E']","['ɛ̃d', 'ʁ']",['ti'],['nan'],['ʁiʁjɔ̃'],"['zisj', 'ɔ̃']","['əv', 'ʁE']","['O', 'e']",['nan'],['ve'],"['O', 'je']","['e', 'E', 'e']","['ø', 'ɑ̃']",['i'],['Ekys'],['ɛ̃dʁE'],['wav'],['t'],['pyʁʒ']
ménager,"['was', 'ɔ̃']","['ɔlv', 'ɔ̃']",['ɛ̃'],['asjɔ̃'],"['i', 'ʁE']","['sw', 'a']",['alyt'],"['d', 'i']",['tisje'],['ivʁije'],"['udʁ', 'E']","['u', 'ys']","['Ø', 'əʁ', 'ɔ̃']","['Oʁ', 'a']",['uas'],['ɥis'],['ji'],"['ɔ', 'ʁ']","['waE', 'jɔ̃']",['ɥE'],"['O', 'E']",['avE'],"['Ø', 'Eʁ']",['ø'],['wa'],"['ul', 'E']",['wa'],"['ʁ', 'ɔ̃']","['iʁ', 'E']",['nan'],"['ɔ', 'əʁa']","['e', 'je']","['wa', 'jE']","['əv', 'E']","['e', 'E', 'e']",['uly'],"['e', 'e']","['jwa', 'jwaEʁjɔ̃']",['ɥasjɔ̃'],"['ʁ', 'E']","['yv', 'e']","['t', 'im']","['Ø', 'e']","['l', 'je']",['z'],['ɔlvɑ̃'],"['o', 'e']",['ys'],"['œ', 'əʁE']",['y'],['jɛʁ'],"['ʁɔ̃ʁ', 'n']"
méprendre,"['ə', 'n', 'ɔ̃']","['wEa', 'Ea', 'jɔ̃']",['wa'],['uvjɔ̃'],"['ʁ', 'E']",['m'],['akit'],"['O', 'ʁi']","['ulys', 'je']","['ɑ̃dʁi', 'je']",['ØvʁE'],"['Eɲ', 'is']","['udʁ', 'ɔ̃']",['oʁa'],['Olys'],['al'],"['e', 'E', 'a']","['wa', 'jE']","['Et', 'jɔ̃']","['ɥ', 'E']","['w', 'E']","['ə', 'E']","['aɲ', 'iʁ']",['œv'],['y'],"['wEa', 'Ea', 'jE']",[''],"['od', 'ʁ', 'ɔ̃']","['iʁ', 'E']",['Øvʁe'],"['u', 'ʁa']","['O', 'sje']",['a'],['EɲE'],['jiʁ'],"['Ø', 'e']",['uly'],"['dʁi', 'jɔ̃']","['ulys', 'jɔ̃']","['ud', 'ʁE']","['e', 'e']","['aɲ', 'im']","['Ez', 'e']",['nan'],['ut'],['izɑ̃'],['ɛt'],['ulys'],['ØvʁE'],['je'],[''],['dEpist']
mépriser,"['Ez', 'ɔ̃']","['Eʁ', 'ɔ̃']",['u'],"['wEa', 'Ea', 'jɔ̃']",['kʁE'],['ø'],['lyt'],"['al', 'a']","['is', 'je']",['ʁiʁje'],['ʁiʁE'],['lys'],"['aʁ', 'ɔ̃']","['Ø', 'əʁa']",['zis'],['jɛn'],['ua'],"['E', 'ɛ']","['p', 'jɔ̃']",['aly'],"['E', 'v']",['nan'],['Olyʁ'],['i'],[''],"['al', 'E']","['Eɲ', 'i']","['səʁ', 'ɔ̃']",['ivʁE'],['Odʁe'],"['wj', 'wjEa', 'Eaʁa']",['yvje'],['y'],"['m', 'E']",['Eziʁ'],['vi'],[''],"['u', 'ʁjɔ̃']","['ø', 'asjɔ̃']","['uv', 'ʁE']",['aɲe'],['nan'],['ue'],"['t', 'je']",['ti'],"['wEa', 'Ea', 'jɑ̃']","['e', 'E', 'e']",['akis'],"['ʁ', 'E']",['ɛs'],['iv'],"['des', 'l']"
mériter,"['Es', 'ɔ̃']","['oz', 'ɔ̃']",['y'],"['t', 'jɔ̃']",['OʁE'],[''],"['tz', 'tzizit']","['ə', 'a']","['zisj', 'e']","['ʁj', 'e']",['OdʁE'],"['wa', 'jas']","['uʁ', 'ɔ̃']",['pʁa'],['tis'],['œv'],"['Ø', 'i']","['E', 'ɛ']","['u', 'jɔ̃']",[''],"['j', 'E']","['w', 'E']",['uEʁ'],['p'],"['v', 'a']",['alE'],"['ə', 'a']","['ɛ̃d', 'ʁ', 'ɔ̃']",['vʁE'],"['ud', 'ʁe']",['watʁa'],"['O', 'sje']",['nan'],"['e', 'E', 'E']",['tʁ'],['u'],['t'],"['ʁj', 'ɔ̃']","['Ø', 'isjɔ̃']","['ud', 'ʁE']","['wEa', 'Ea', 'je']",['ym'],"['z', 'e']",['je'],[''],['Øvɑ̃'],"['Ø', 'i']","['u', 'ys']","['ɛ', 'əʁE']",['d'],['i'],"['ɛspj', 'n']"
mésestimer,"['Et', 'ɔ̃']","['e', 'ɔ̃']",['wa'],"['əv', 'jɔ̃']",['jiʁE'],"['ɔ', 'ʁ']","['O', 'at']",['ja'],['tisje'],"['O', 'ʁiʁje']","['uv', 'ʁE']",['zis'],"['səʁ', 'ɔ̃']",['tiʁa'],"['E', 'as']",['wa'],"['aɲ', 'i']",['wa'],"['ø', 'jɔ̃']",['wE'],"['k', 'E']",['EɲE'],"['E', 'Eʁ']",['ɛs'],"['ɔ', 'ʁ']","['w', 'E']","['o', 'a']","['ɛ', 'əʁ', 'ɔ̃']",['səʁE'],"['e', 'E', 'əʁ', 'e']",['oʁa'],"['əv', 'j', 'e']","['ɔ', 'ʁ']","['wa', 'jE']","['E', 'e']","['v', 'i']",['Eky'],['ivʁijɔ̃'],"['ys', 'jɔ̃']",['tiʁE'],"['was', 'e']","['o', 'am']","['e', 'v']","['wEa', 'Ea', 'je']",['t'],['ɑ̃'],['d'],"['ø', 'as']","['ɔ', 'əʁE']",['z'],['iz'],['syʁpʁ']
mésinterpréter,"['E', 'ɔ̃']","['av', 'ɔ̃']",['ɛ'],"['wEa', 'Ea', 'jɔ̃']",['əvʁE'],['j'],['nan'],"['v', 'i']","['fys', 'je']",['ivʁije'],"['Eʁ', 'E']","['p', 'is']","['e', 'E', 'əʁ', 'ɔ̃']",['ʁiʁa'],['Olys'],"['waE', 'j']","['O', 'a']",['E'],"['Ø', 'jɔ̃']","['p', 'i']","['u', 'E']","['Ø', 'E']",['ɥEʁ'],['p'],['ɑ̃'],"['O', 'sE']","['ø', 'a']","['miʁ', 'ɔ̃']",['tʁE'],"['oʁ', 'e']",['tʁa'],"['m', 'je']",['s'],['jE'],"['ə', 'n', 'iʁ']",['e'],"['al', 'e']",['uʁjɔ̃'],"['ulys', 'jɔ̃']",['OdʁE'],"['Ez', 'e']","['o', 'am']","['Ez', 'e']","['E', 'je']","['o', 'e']",['jɑ̃'],['i'],"['u', 'ys']",['ɑ̃dʁE'],['was'],['ɥis'],['fʁɑ̃ʃi']
mésuser,"['o', 'ɔ̃']","['av', 'ɔ̃']",['œ'],"['e', 'E', 'ɔ̃']",['ʁE'],['z'],"['d', 'it']",['Oly'],"['v', 'isje']","['jwa', 'jwaEʁje']",['viʁE'],['ʁis'],"['ʁiʁ', 'ɔ̃']",['watʁa'],"['O', 'ʁis']",['as'],['ɛ̃'],['nan'],"['Ø', 'ɔ̃']","['i', 'v']","['O', 'E']","['O', 'E']",['wEʁ'],['œv'],['nan'],['ɥE'],['ly'],"['uv', 'ʁɔ̃']","['ɔ', 'əʁE']","['aʁ', 'e']",['yəʁa'],['nan'],"['v', 'a']","['ɥ', 'E']",['əvwaʁ'],"['w', 'e']",['u'],['udʁijɔ̃'],"['ulys', 'jɔ̃']",['uvʁE'],"['aʃ', 'e']",['tim'],['te'],"['ɥisj', 'e']",['uly'],"['e', 'E', 'ɑ̃']",['k'],['ulys'],"['jwa', 'jwaEʁ', 'E']","['sw', 'a']",['ɥis'],['ɑ̃k']
métaboliser,"['waE', 'jɔ̃']","['s', 'ɔ̃']","['v', 'E']",['jɔ̃'],"['ud', 'ʁE']",['was'],['Eɲit'],"['ə', 'a']","['Ø', 'isje']","['jwa', 'jwaEʁje']","['Ø', 'əʁE']",['mis'],"['uʁ', 'ɔ̃']","['O', 'ʁiʁa']",['vis'],['y'],['y'],"['E', 'ɛ']","['aɲ', 'ɔ̃']",['ʁi'],"['z', 'E']",['jE'],"['v', 'iʁ']",['ɛ'],['ɛ'],['uE'],"['i', 'v']","['œ', 'əʁ', 'ɔ̃']","['wj', 'wjEa', 'Eaʁ', 'E']",['nan'],['ʁa'],"['əv', 'je']",['ɛ'],"['u', 'E']",['Etiʁ'],['ly'],"['w', 'e']",['jɛ̃dʁijɔ̃'],['isjɔ̃'],['EʁE'],"['E', 'je']","['o', 'am']","['oz', 'e']","['u', 'je']",['i'],['uvɑ̃'],['mi'],['is'],"['ʁ', 'E']",['ɛɲ'],"['ɔ', 'ʁ']",['bafʁ']
métamorphoser,"['Et', 'ɔ̃']","['d', 'ɔ̃']",['y'],"['Ø', 'ɔ̃']",['udʁE'],['y'],"['ø', 'at']","['i', 'v']","['e', 'asje']","['Eʁ', 'je']","['Eʁ', 'ʁE']",['Olys'],"['iʁ', 'ɔ̃']",['waʁa'],"['aɲ', 'is']",['t'],['aki'],['ø'],"['O', 'jɔ̃']","['i', 'v']",['EsE'],"['waE', 'jE']","['O', 'ʁiʁ']","['s', 'ɔ̃']",['wa'],['ozE'],"['E', 'a']","['uvʁ', 'ɔ̃']",['əʁE'],"['əv', 'ʁe']","['jwa', 'jwaEʁa']","['O', 'sje']","['v', 'a']",['avE'],"['ə', 'n', 'iʁ']",['i'],['aly'],"['Øvʁij', 'ɔ̃']","['e', 'E', 'asjɔ̃']",['OʁE'],['e'],"['j', 'am']","['e', 'E', 'e']","['Øv', 'je']","['O', 'ʁt']",['ɑ̃'],['p'],['akis'],['miʁE'],['œv'],['al'],['pʁOpyls']
métisser,"['z', 'ɔ̃']","['ən', 'ɔ̃']","['v', 'E']",['zjɔ̃'],['tʁE'],['iz'],"['u', 'yt']",['ua'],['isje'],"['u', 'ʁje']",['ɛ̃dʁE'],"['t', 'is']","['kʁ', 'ɔ̃']",['dʁa'],['Etis'],['jɛʁ'],['Oly'],"['E', 'ɛ']",['nan'],['zi'],"['w', 'E']","['k', 'E']","['Eky', 'ʁ']",['iz'],['ɔ'],"['wa', 'jE']",['aly'],"['i', 'ʁ', 'ɔ̃']",['viʁE'],"['əʁ', 'e']",['tiʁa'],"['j', 'e']",['ɛ̃'],['alE'],['waʁ'],"['O', 'ʁ']",['ly'],"['E', 'əʁjɔ̃']","['O', 'ʁisjɔ̃']",['waʁE'],"['k', 'e']","['v', 'im']","['uv', 'e']",['yvje'],['d'],"['wa', 'jɑ̃']",['ji'],"['u', 'ys']","['ʁ', 'E']",['œv'],['s'],['tʁiʃ']
