,1.imp.prs.pl,1.ind.prs.pl,1.ind.prs.sg,1.prs.pl.sbjv,1.sg.prs.cond,1.sg.prs.sbjv,2.ind.pl.pst,2.ind.sg.pst,2.pl.pst.sbjv,2.prs.cond.pl,2.sg.prs.cond,2.sg.pst.sbjv,3.ind.fut.pl,3.ind.fut.sg,3.pl.pst.sbjv,3.prs.pl.sbjv,3.sg.pst.sbjv,imp.prs.2.sg,ind.1.pl.ipfv,ind.1.pst.sg,ind.1.sg.ipfv,ind.3.pl.ipfv,ind.3.pl.pst,ind.3.prs.pl,ind.3.prs.sg,ind.3.sg.ipfv,ind.3.sg.pst,ind.fut.1.pl,ind.fut.1.sg,ind.fut.pl.2,ind.fut.sg.2,ind.pl.2.ipfv,ind.prs.2.sg,ind.sg.2.ipfv,inf,m.ptcp.pl.pst,m.ptcp.sg.pst,pl.1.prs.cond,pl.1.pst.sbjv,pl.3.prs.cond,pl.imp.prs.2,pl.ind.1.pst,pl.ind.prs.2,pl.prs.2.sbjv,ptcp.pl.pst.f,ptcp.prs,ptcp.sg.pst.f,sg.1.pst.sbjv,sg.3.prs.cond,sg.3.prs.sbjv,sg.prs.2.sbjv,stem
poiler,"['wEa', 'Ea', 'jɔ̃']",['wɔ̃'],['y'],['Ezjɔ̃'],['tiʁE'],"['waE', 'j']",['Eɲit'],['y'],['misje'],"['pʁi', 'je']",['ɛ̃dʁE'],"['j', 'as']","['əʁ', 'ɔ̃']","['Ø', 'əʁa']",['was'],[''],['aly'],['je'],"['o', 'jɔ̃']",['fy'],"['k', 'E']","['E', 'E']","['y', 'ʁ']",['ɛt'],"['E', 'ɛ']",['əzE'],['ti'],"['ud', 'ʁ', 'ɔ̃']",['viʁE'],"['ivʁ', 'e']",['uvʁa'],"['ɔlv', 'je']",[''],"['Ø', 'E']","['al', 'e']",['mi'],['z'],"['waE', 'waEʁjɔ̃']","['d', 'isjɔ̃']",['dʁE'],"['u', 'e']","['e', 'E', 'am']",['ale'],['yvje'],['iz'],['jɑ̃'],['p'],['ulys'],['tiʁE'],['ɔlv'],['y'],['difʁakt']
poindre,['ɥɔ̃'],"['ø', 'ɔ̃']",['ɔ'],"['d', 'jɔ̃']",['EʁE'],['oz'],['zit'],"['O', 'ʁi']",['zisje'],['Etʁije'],"['œ', 'əʁE']","['t', 'is']","['Eʁʁ', 'ɔ̃']","['Eʁ', 'a']",['akis'],"['ɔ', 'ʁ']",[nan],"['ɔ', 'ʁ']","['E', 'jɔ̃']",['aki'],"['al', 'E']",['EjE'],"['fy', 'ʁ']",['wav'],"['wa', 'jE']",['ʁE'],['vi'],"['səʁ', 'ɔ̃']",['oʁE'],"['səʁ', 'e']","['Øv', 'ʁa']","['uvj', 'e']","['v', 'a']",['uE'],['uvwaʁ'],"['j', 'e']",['je'],"['wj', 'wjEa', 'Eaʁjɔ̃']","['isjɔ̃', 'v']",['əvʁE'],"['Es', 'e']","['t', 'im']","['p', 'e']",['Ezje'],['ly'],['əvɑ̃'],"['E', 'e']","['u', 'ys']",['jiʁE'],['E'],['sis'],['tapi']
pointer,"['əv', 'ɔ̃']","['Eɲ', 'ɔ̃']",['wa'],"['O', 'ʁi', 'jɔ̃']",['miʁE'],['l'],['Eɲit'],[''],"['d', 'isje']","['kʁi', 'je']","['Eʁ', 'E']","['ø', 'as']","['Ø', 'əʁ', 'ɔ̃']","['ud', 'ʁa']","['e', 'as']",['ɛɲ'],['ly'],[nan],['avjɔ̃'],['ti'],"['was', 'E']","['w', 'E']","['i', 'ʁ']",['jɛʁ'],"['v', 'a']","['wa', 'jE']",['aki'],"['udʁ', 'ɔ̃']","['u', 'ʁE']",['pʁe'],['Eʁa'],"['was', 'je']",['i'],['EzE'],['alwaʁ'],['ʁ'],"['o', 'e']","['wj', 'wjEa', 'Eaʁjɔ̃']","['Ekys', 'jɔ̃']",['EʁE'],"['Øv', 'e']","['zm', 'zmim']","['ɥ', 'e']","['e', 'je']",['oz'],['wɑ̃'],"['ɥ', 'e']","['Ø', 'is']","['waE', 'waEʁE']",['k'],['ɛz'],"['ʁɑ̃p', 't']"
poinçonner,"['Es', 'ɔ̃']","['O', 'ʁ', 'ɔ̃']","['E', 'ɛ']",['Ezjɔ̃'],['oʁE'],"['ɛ', 'j']","['t', 'it']","['o', 'a']","['e', 'asje']","['ɛ̃dʁi', 'je']","['əi', 'əiʁE']",['Etis'],"['uvʁ', 'ɔ̃']",['dʁa'],['uas'],['iv'],['mi'],['ɥis'],"['al', 'jɔ̃']",[nan],"['uv', 'E']","['z', 'E']",['jiʁ'],"['ɔ', 'ʁ']","['Ew', 'Ewa']",['EɲE'],['ly'],"['od', 'ʁ', 'ɔ̃']","['i', 'ʁE']","['jiʁ', 'e']",['oʁa'],"['t', 'je']",['i'],['tE'],['viʁ'],['o'],['ly'],"['udʁi', 'jɔ̃']","['Eɲ', 'isjɔ̃']","['y', 'ʁE']","['iv', 'e']",['m'],['je'],['sisje'],"['Ø', 'i']",['Etɑ̃'],['Oly'],[nan],['jEʁE'],['d'],['ɛt'],['EmɛʁvEj']
poireauter,"['m', 'ɔ̃']","['ə', 'ɔ̃']",['y'],"['E', 'ɔ̃']","['waE', 'waEʁE']","['wE', 'aj', 'aj']",[nan],"['i', 'v']","['is', 'je']",['Etʁije'],['EʁʁE'],['tis'],"['miʁ', 'ɔ̃']",['oʁa'],"['Ø', 'is']","['a', 'j']",['zizi'],"['E', 'ɛ']",['zjɔ̃'],['a'],"['ul', 'E']","['ul', 'E']","['iʁ', 'v']",['E'],['ɑ̃'],"['ə', 'E']",['ji'],"['waE', 'waEʁ', 'ɔ̃']","['ɛ̃d', 'ʁE']","['aʁ', 'e']","['jwa', 'jwaEʁa']","['av', 'je']",['wa'],"['ə', 'E']","['wa', 'ʁ']","['E', 'e']",['p'],"['y', 'ʁjɔ̃']","['Ø', 'asjɔ̃']",['jɛ̃dʁE'],['ʁe'],['ɛ̃m'],['ale'],"['swa', 'je']","['e', 'e']",['əzɑ̃'],['e'],['Olys'],['ØvʁE'],['ɔ'],['ɛn'],['ʁEvEj']
poirer,"['aɲ', 'ɔ̃']","['ə', 'n', 'ɔ̃']","['wa', 'jE']","['d', 'jɔ̃']",['dʁE'],['zz'],"['p', 'it']",['uly'],"['aɲ', 'isje']","['u', 'ʁje']","['u', 'ʁE']",['Etis'],"['pʁ', 'ɔ̃']","['jɛ̃d', 'ʁa']",['vis'],['i'],[''],"['wa', 'jE']","['wa', 'jɔ̃']","['k', 'i']","['k', 'E']","['e', 'E']",['alEʁ'],"['E', 'ɛ']",['ø'],"['z', 'E']",['wa'],"['tiʁ', 'ɔ̃']",['tʁE'],"['u', 'ʁ', 'e']",['miʁa'],"['al', 'je']",[''],['lE'],['iʁ'],['e'],"['w', 'e']","['ʁj', 'ɔ̃']",['jasjɔ̃'],"['O', 'ʁiʁE']",['e'],"['aɲ', 'im']","['iz', 'e']","['waE', 'je']","['ɥ', 'e']",['ɥɑ̃'],"['ə', 'n']","['ø', 'as']",['kʁE'],['iz'],['aɲ'],['Oktʁwa']
poisser,"['iz', 'ɔ̃']","['E', 'ɔ̃']",['sɥi'],"['ən', 'jɔ̃']",['EtʁE'],"['ɔ', 'ʁ']","['E', 'at']","['i', 'v']",['asje'],"['wj', 'wjEa', 'Eaʁje']",['ØvʁE'],['was'],"['Øvʁ', 'ɔ̃']","['Eʁ', 'a']",['Etis'],['ʁ'],"['al', 'a']",['œ'],['yvjɔ̃'],['ti'],['jE'],"['O', 'ʁE']",['iʁ'],['ɛn'],['y'],"['av', 'E']",['ɥa'],"['jɛ̃dʁ', 'ɔ̃']",[nan],['Etʁe'],"['ɔ', 'əʁa']","['o', 'je']","['wa', 'jE']","['waE', 'jE']",['ɔʁ'],"['Et', 'e']",['uly'],['jɛ̃dʁijɔ̃'],"['aɲ', 'isjɔ̃']","['əv', 'ʁE']",['ve'],['wam'],['aɲe'],['asje'],['p'],"['o', 'ɑ̃']",['ɛ̃t'],"['is', 'v']",['OdʁE'],"['wE', 'aj', 'aj']",['ɔlv'],['sataniz']
poivrer,"['yv', 'ɔ̃']",['jɔ̃'],['i'],"['o', 'jɔ̃']","['Øv', 'ʁE']",['was'],['yt'],"['aɲ', 'i']",['Eɲisje'],['tiʁje'],"['ud', 'ʁE']",['is'],[nan],"['Eʁ', 'ʁa']","['e', 'E', 'as']",['ɛt'],['zi'],['jɛʁ'],"['i', 'jɔ̃']",['Eti'],['yvE'],"['Øv', 'E']","['u', 'yʁ']",['j'],"['Ew', 'Ewa']",['tE'],"['O', 'ʁi']",['ʁɔ̃'],['watʁE'],"['əvʁ', 'e']",['kʁa'],"['z', 'j', 'e']","['E', 'ɛ']",['aɲE'],['ɔʁ'],"['ɥ', 'e']","['ɥ', 'e']","['kʁi', 'jɔ̃']","['o', 'asjɔ̃']",['waʁE'],['aɲe'],['Eɲim'],"['Eʁ', 'e']","['ul', 'je']","['E', 'e']",['ɥɑ̃'],"['o', 'e']",['Olys'],['EtʁE'],['l'],['ɔ'],"['pj', 't']"
polariser,"['aɲ', 'ɔ̃']","['p', 'ɔ̃']",['E'],['aʃjɔ̃'],['ivʁE'],['ɛɲ'],['jat'],"['t', 'i']","['is', 'je']","['pʁi', 'je']","['Eʁ', 'ʁE']",[nan],"['i', 'ʁ', 'ɔ̃']","['Oʁ', 'a']",['ɛ̃s'],['jɛʁ'],"['E', 'a']","['E', 'ɛ']","['ʁi', 'jɔ̃']","['w', 'E']",['tE'],"['w', 'E']","['o', 'Eʁ']",['y'],['jɛʁ'],['tE'],"['k', 'i']","['wj', 'wjEa', 'Eaʁ', 'ɔ̃']",['ɑ̃dʁE'],"['ivʁ', 'e']",['iʁa'],"['Eʁ', 'je']",['jɛʁ'],"['E', 'v']",['avwaʁ'],"['Et', 'e']",['je'],['Etʁijɔ̃'],"['Ø', 'isjɔ̃']","['i', 'ʁE']","['ɥ', 'e']",['zizim'],"['ɥ', 'e']",['aɲe'],['ti'],[nan],['Eky'],"['Eɲ', 'is']",['əvʁE'],['i'],['sis'],['fyzij']
policer,"['Øv', 'ɔ̃']","['t', 'ɔ̃']","['v', 'E']","['swa', 'jɔ̃']","['wj', 'wjEa', 'Eaʁ', 'E']",['oz'],"['Ø', 'at']","['d', 'i']",['asje'],"['uʁj', 'e']",['iʁE'],['s'],"['aʁ', 'ɔ̃']",['watʁa'],['vis'],['k'],"['u', 'y']","['ɔ', 'ʁ']","['ul', 'jɔ̃']","['e', 'E']","['o', 'E']",['E'],['alyʁ'],['ɔ'],['jɛʁ'],"['E', 'v']","['E', 'a']","['ɛ̃d', 'ʁ', 'ɔ̃']","['od', 'ʁE']","['udʁ', 'e']",['dʁa'],"['əv', 'je']",['y'],"['waE', 'jE']",['kʁ'],[''],"['Ø', 'i']","['ʁj', 'ɔ̃']",['wasjɔ̃'],"['jwa', 'jwaEʁ', 'E']",['Ete'],['ym'],"['w', 'e']",['je'],['uly'],['aʃɑ̃'],['ut'],"['j', 'as']","['Ø', 'əʁE']",['u'],"['ɛ', 'j']",['simyl']
polir,"['s', 'ɔ̃']","['j', 'ɔ̃']",['je'],['aʃjɔ̃'],['ɑ̃dʁE'],['wa'],"['e', 'at']","['j', 'a']","['k', 'isje']",['əʁje'],['OdʁE'],"['O', 'ʁis']","['waE', 'waEʁ', 'ɔ̃']",['Eʁʁa'],['ɥas'],['ʁ'],"['p', 'i']",['y'],"['ə', 'jɔ̃']",['y'],"['waE', 'jE']","['wa', 'jE']","['Ø', 'iʁ']",['d'],"['E', 'ɛ']",['uE'],"['j', 'a']","['waʁ', 'ɔ̃']",['dʁE'],"['miʁ', 'e']",['Etiʁa'],['əzje'],['E'],['ɥE'],['miʁ'],['d'],"['ə', 'e']","['ɔ', 'əʁjɔ̃']",['uasjɔ̃'],"['waE', 'waEʁE']","['Es', 'e']",['uam'],"['ɥ', 'e']","['e', 'je']","['ə', 'n']",['ənɑ̃'],['ti'],['lys'],['miʁE'],['ʁ'],['t'],"['ʁəp', 'ʃ']"
polissonner,"['was', 'ɔ̃']","['k', 'ɔ̃']",['y'],"['z', 'j', 'ɔ̃']","['od', 'ʁE']",['jɛʁ'],['ulyt'],['ɥa'],['ysje'],['səʁje'],"['O', 'ʁiʁE']",['zis'],['ʁɔ̃'],"['ɔ', 'əʁa']",['lys'],['ɛɲ'],['i'],['œ'],"['ø', 'jɔ̃']",['a'],['tE'],[nan],['tiʁ'],['t'],"['E', 'ɛ']",['lE'],[''],['ʁɔ̃'],['kʁE'],"['O', 'ʁiʁ', 'e']",['aʁa'],"['ə', 'je']",[nan],"['wEa', 'Ea', 'jE']",['ɛʁ'],"['wa', 'je']",[''],['Oʁjɔ̃'],"['ɛ̃s', 'jɔ̃']",['jɛ̃dʁE'],"['o', 'e']","['e', 'am']","['əv', 'e']","['Øvj', 'e']",['Eky'],['əvɑ̃'],"['E', 'e']","['aɲ', 'is']","['Eʁ', 'E']",[nan],['aɲ'],['pEʁiklit']
politiser,['wɔ̃'],"['ən', 'ɔ̃']",['E'],"['ʁi', 'jɔ̃']","['Øv', 'ʁE']","['E', 'ɛ']",['zit'],['aly'],"['o', 'asje']","['ɛ̃dʁi', 'je']",['waʁE'],['Eɲis'],"['ud', 'ʁ', 'ɔ̃']",['əvʁa'],"['k', 'is']",['wa'],"['d', 'i']",['jɛ̃'],"['l', 'jɔ̃']","['w', 'E']",['əzE'],['wE'],"['i', 'ʁ']","['ɛ', 'j']","['ɔ', 'ʁ']",['zE'],['aki'],"['pʁ', 'ɔ̃']",['jɛ̃dʁE'],"['əv', 'ʁe']",['Eʁʁa'],"['Øvj', 'e']","['ou', 'oulv']","['v', 'E']",['ɔʁ'],[''],"['ə', 'n']","['y', 'ʁjɔ̃']",['ɥasjɔ̃'],"['œ', 'əʁE']",['ze'],['jim'],"['e', 'e']","['Øvj', 'e']","['e', 'E', 'e']","['O', 'ʁɑ̃']",[''],['jas'],['udʁE'],"['a', 'j']",['ɔ'],['bip']
polliniser,['ɥisjɔ̃'],"['was', 'ɔ̃']",['ɛ'],"['ən', 'jɔ̃']",['watʁE'],"['ɛ', 'j']",['lyt'],['ɛ̃'],"['zisj', 'e']","['ɛ̃dʁi', 'je']",['tiʁE'],"['e', 'E', 'as']","['y', 'ʁ', 'ɔ̃']","['u', 'ʁa']","['O', 'as']",['ɛn'],"['Eɲ', 'i']",['ʁ'],"['O', 'sjɔ̃']","['k', 'i']","['v', 'E']","['waE', 'jE']","['o', 'Eʁ']",['iv'],['y'],"['wEa', 'Ea', 'jE']",['ja'],"['əʁ', 'ɔ̃']",['ɛ̃dʁE'],['Øvʁe'],['Odʁa'],"['y', 'je']",['ø'],"['E', 'E']","['ɥ', 'e']",['Oly'],"['O', 'ʁ']",['Oʁjɔ̃'],"['O', 'ʁisjɔ̃']",['tʁE'],"['wEa', 'Ea', 'je']","['O', 'am']","['es', 'e']","['Øv', 'je']","['ə', 'n']","['ə', 'ɑ̃']",['uly'],['Eɲis'],"['ʁ', 'E']",['was'],['ɥis'],"['l', 'v']"
polluer,"['ə', 'n', 'ɔ̃']","['s', 'ɔ̃']",['o'],"['t', 'jɔ̃']","['wj', 'wjEa', 'Eaʁ', 'E']",['l'],"['ø', 'at']","['d', 'i']","['o', 'asje']",['Øvʁije'],"['waʁ', 'E']",['ulys'],"['ɛ̃dʁ', 'ɔ̃']",['ʁa'],['uas'],['u'],"['u', 'y']","['ɔ', 'ʁ']",['izjɔ̃'],"['e', 'E']","['E', 'E']","['z', 'E']","['v', 'iʁ']",[nan],['y'],['sE'],['ti'],"['jɛ̃dʁ', 'ɔ̃']",['ØvʁE'],"['E', 'əʁ', 'e']",['vʁa'],"['t', 'je']",['wa'],"['ø', 'E']",['viʁ'],[nan],['u'],"['uvʁij', 'ɔ̃']","['akis', 'jɔ̃']",['EʁʁE'],['je'],['jam'],['ɛt'],"['Øvj', 'e']","['ə', 'n']","['waE', 'jɑ̃']","['e', 'E', 'e']",['Olys'],['waʁE'],['p'],['was'],['malaks']
polycopier,"['j', 'ɔ̃']","['Øv', 'ɔ̃']",['wa'],['aʃjɔ̃'],"['iʁ', 'E']",['was'],"['t', 'it']",['fy'],['alysje'],"['pʁi', 'je']","['ɛ̃d', 'ʁE']","['d', 'is']","['yəʁ', 'ɔ̃']",['yəʁa'],['vis'],['jɛʁ'],['wa'],['ø'],"['Eʁ', 'jɔ̃']",['zizi'],"['e', 'E', 'E']",['tE'],"['v', 'iʁ']",['d'],['u'],"['ɔlv', 'E']","['e', 'E', 'a']","['pʁ', 'ɔ̃']","['uv', 'ʁE']",['ɛ̃dʁe'],['ɑ̃dʁa'],['zje'],['ɑ̃'],['uE'],['udʁ'],['aly'],['e'],"['vʁi', 'jɔ̃']","['akis', 'jɔ̃']","['e', 'E', 'əʁE']","['aʃ', 'e']","['t', 'im']",['Ete'],['yvje'],['Oly'],['ozɑ̃'],['je'],['is'],"['E', 'əʁE']",['ɛz'],['v'],['ʁwi']
polémiquer,"['wEa', 'Ea', 'jɔ̃']","['ul', 'ɔ̃']","['ɔ', 'ʁ']","['ɔlv', 'jɔ̃']",['ivʁE'],['m'],['alyt'],['Eɲi'],"['is', 'je']","['jwa', 'jwaEʁje']","['udʁ', 'E']","['wa', 'jas']","['O', 'ʁiʁ', 'ɔ̃']","['œ', 'əʁa']","['O', 'ʁis']",['t'],"['e', 'E', 'a']",['y'],"['e', 'E', 'ɔ̃']","['e', 'E']","['e', 'E', 'E']","['p', 'E']","['ɛ̃', 'ʁ']",['ɛn'],"['wa', 'jE']","['əv', 'E']",['Eti'],"['jwa', 'jwaEʁ', 'ɔ̃']","['ud', 'ʁE']","['y', 'ʁ', 'e']",['əʁa'],"['Ø', 'je']",['ø'],"['ɥ', 'E']",['tiʁ'],['i'],"['e', 'E', 'e']","['E', 'əʁjɔ̃']","['e', 'E', 'asjɔ̃']","['Ø', 'əʁE']","['Ø', 'e']",['zizim'],['e'],"['y', 'je']","['w', 'e']","['e', 'E', 'ɑ̃']","['al', 'e']",['ɥas'],['oʁE'],['jɛʁ'],['u'],"['ʁ', 'b']"
pommader,"['uØ', 'uØl', 'jɔ̃']","['yv', 'ɔ̃']",['ʁ'],"['ə', 'n', 'jɔ̃']","['uv', 'ʁE']",['ʁ'],['it'],['ti'],"['e', 'E', 'asje']","['dʁi', 'je']",['waʁE'],['as'],"['ɛ', 'əʁ', 'ɔ̃']",['ɛ̃dʁa'],"['O', 'as']",['p'],"['Ø', 'i']",['œ'],"['y', 'jɔ̃']","['E', 'E']",['ozE'],"['əv', 'E']",['ziʁ'],['ɔ̃'],['ø'],['tE'],"['Ø', 'a']","['ɛ', 'əʁ', 'ɔ̃']",['tiʁE'],"['viʁ', 'e']","['Oʁ', 'a']","['ʁi', 'je']",[''],['aɲE'],"['o', 'e']",['p'],"['e', 'E', 'e']",['viʁjɔ̃'],['ɥasjɔ̃'],"['uv', 'ʁE']","['d', 'e']","['Eɲ', 'im']","['iv', 'e']","['Øv', 'je']","['v', 'i']","['wa', 'jɑ̃']",['vi'],['jas'],"['Eʁ', 'ʁE']",['v'],['ø'],['Etabli']
pommeler,"['E', 'ɔ̃']","['v', 'ɔ̃']",['i'],"['O', 'ɔ̃']",['jɛ̃dʁE'],['m'],['Ekyt'],['Eɲi'],"['o', 'asje']",['Eʁʁje'],"['wj', 'wjEa', 'Eaʁ', 'E']",['mis'],"['i', 'ʁ', 'ɔ̃']",['vʁa'],['alys'],['was'],[''],['je'],"['ʁi', 'jɔ̃']","['ə', 'E']",['ʁE'],"['wEa', 'Ea', 'jE']","['aɲ', 'iʁ']",['al'],['jɛ̃'],['ozE'],"['Ø', 'i']","['Eʁ', 'ʁɔ̃']","['iʁ', 'E']","['wj', 'wjEa', 'Eaʁ', 'e']","['əi', 'əiʁa']","['O', 'ʁi', 'je']","['wa', 'jE']","['p', 'E']","['o', 'e']",[''],['ti'],"['œ', 'əʁjɔ̃']","['ɛ̃s', 'jɔ̃']",['ʁiʁE'],"['swa', 'je']",['ulym'],"['ə', 'e']","['p', 'je']","['o', 'e']","['o', 'ɑ̃']","['e', 'e']","['e', 'E', 'as']",['kʁE'],['E'],['aʃ'],"['ʁɑ̃k', 'ɲ']"
pommer,"['ɔ̃', 'v']","['wEa', 'Ea', 'jɔ̃']",['ʁ'],"['E', 'jɔ̃']",['miʁE'],['wa'],['at'],"['e', 'a']","['ys', 'je']",['Etʁije'],"['wj', 'wjEa', 'Eaʁ', 'E']",['ʁis'],"['vʁ', 'ɔ̃']",['Eʁa'],['vis'],"['sw', 'a']","['t', 'is']",['i'],"['ə', 'n', 'jɔ̃']",['ʁi'],"['j', 'E']","['m', 'E']","['wa', 'jEʁ']",['wa'],['a'],['EjE'],"['aɲ', 'i']","['ɔ', 'əʁ', 'ɔ̃']","['Eʁ', 'E']","['yəʁ', 'e']",['səʁa'],['ozje'],['i'],"['ø', 'E']","['ulw', 'aʁ']",['uly'],"['j', 'e']",['Etʁijɔ̃'],['ʁisjɔ̃'],['EtʁE'],"['es', 'e']",['m'],"['ə', 'n', 'e']","['uvj', 'e']","['v', 'i']",['kɑ̃'],['uly'],"['o', 'as']","['E', 'əʁE']",[''],['z'],['dEʁap']
pomper,"['əv', 'ɔ̃']","['Eɲ', 'ɔ̃']",['jɛʁ'],['yvjɔ̃'],"['ɔ', 'əʁE']",['s'],"['Ø', 'it']","['d', 'i']","['Ø', 'asje']","['ɛ̃dʁi', 'je']",['EʁE'],"['is', 'v']","['y', 'ʁ', 'ɔ̃']",['watʁa'],['as'],"['œ', 'j']",['E'],['jɛʁ'],"['al', 'jɔ̃']",['fy'],"['əv', 'E']","['uv', 'E']",['Olyʁ'],['ʁ'],[''],['EɲE'],"['Ø', 'i']","['waʁ', 'ɔ̃']","['od', 'ʁE']","['ɔ', 'əʁ', 'e']",['jiʁa'],['izje'],['je'],['ʁE'],"['w', 'e']","['e', 'e']","['ø', 'e']","['u', 'ʁjɔ̃']",['wajasjɔ̃'],"['e', 'E', 'əʁE']",['ale'],"['O', 'am']",['ve'],['e'],['ut'],"['E', 'ɑ̃']",['vi'],[nan],"['Øv', 'ʁE']","['ɛ', 'j']",['t'],['paʁazit']
pomponner,"['p', 'ɔ̃']","['wEa', 'Ea', 'jɔ̃']","['ɔ', 'ʁ']","['E', 'jɔ̃']","['ɔ', 'əʁE']",['jɛn'],['Etit'],"['wa', 'ja']","['Ø', 'isje']","['ɑ̃dʁi', 'je']","['œ', 'əʁE']",['was'],"['miʁ', 'ɔ̃']","['O', 'ʁiʁa']",['zis'],['k'],"['p', 'i']",['wa'],"['o', 'jɔ̃']",['ti'],['lE'],"['wEa', 'Ea', 'jE']","['Eɲ', 'iʁ']","['ɔ', 'ʁ']",['o'],['EɲE'],"['aɲ', 'i']","['Etiʁ', 'ɔ̃']",[nan],"['udʁ', 'e']",['ʁiʁa'],['je'],['ɑ̃'],['wE'],['ivʁ'],['o'],"['E', 'e']",['waʁjɔ̃'],['asjɔ̃'],['tiʁE'],"['e', 'v']",['am'],"['Et', 'e']","['o', 'je']",['vi'],['vɑ̃'],['z'],['Etis'],"['iʁ', 'E']",[nan],['t'],['pɛʁpEt']
poncer,"['z', 'ɔ̃']","['ə', 'ɔ̃']","['ɥiø', 'ɥiø']","['iv', 'jɔ̃']",['kʁE'],['jɛʁ'],"['O', 'at']",['y'],"['e', 'E', 'asje']",['watʁije'],"['Odʁ', 'E']",[nan],"['Oʁ', 'ɔ̃']",['Øvʁa'],"['u', 'ys']",['ø'],['ly'],['ɥis'],"['Es', 'jɔ̃']","['w', 'E']","['v', 'E']","['Eɲ', 'E']",['tiʁ'],['y'],['ɔ'],"['e', 'E']","['e', 'a']","['əʁ', 'ɔ̃']","['wj', 'wjEa', 'Eaʁ', 'E']","['jiʁ', 'e']","['Eʁ', 'a']","['Øv', 'je']",['œ'],"['Eʁ', 'E']",['ʁiʁ'],"['e', 'e']","['ɥ', 'e']","['ɔ', 'əʁjɔ̃']","['jas', 'jɔ̃']","['Eʁ', 'ʁE']","['wEa', 'Ea', 'je']",['ym'],"['wEa', 'Ea', 'je']","['iv', 'je']",['ɛ̃t'],['uɑ̃'],['ly'],['akis'],['tʁE'],['k'],['œ'],['ɑ̃babwin']
ponctionner,"['al', 'ɔ̃']","['was', 'ɔ̃']",[''],"['aɲ', 'ɔ̃']","['ɔ', 'əʁE']",['iv'],['Etit'],['ly'],['Olysje'],['Eʁje'],"['O', 'ʁiʁE']",['Etis'],"['Etiʁ', 'ɔ̃']",['aʁa'],['tis'],['oz'],['ɥa'],['ɥis'],['yvjɔ̃'],"['ə', 'E']","['Eʁ', 'E']","['j', 'E']","['d', 'iʁ']",['j'],['ʁ'],"['Ø', 'E']","['i', 'v']","['əvʁ', 'ɔ̃']",['EʁʁE'],"['iʁ', 'e']",['kʁa'],"['waE', 'je']",['je'],"['al', 'E']",['je'],"['ɥ', 'e']",['Et'],"['tʁi', 'jɔ̃']","['Ø', 'isjɔ̃']",['oʁE'],['ue'],"['E', 'am']","['ul', 'e']","['O', 'e']","['ø', 'e']",['Ezɑ̃'],['y'],"['Ø', 'as']","['ʁ', 'E']","['E', 'ɛ']",['œ'],"['ʁəfas', 'n']"
ponctuer,"['O', 'ɔ̃']","['Eʁ', 'ɔ̃']",[''],"['z', 'jɔ̃']",['əʁE'],['ɔ'],['Olyt'],"['E', 'a']","['akis', 'je']","['i', 'ʁje']","['əv', 'ʁE']","['o', 'as']","['ɛ', 'əʁ', 'ɔ̃']",['Etʁa'],['as'],['as'],['zizi'],['jɛ̃'],"['v', 'jɔ̃']",['E'],['ənE'],"['z', 'E']","['fy', 'ʁ']",['wa'],"['ɔ', 'ʁ']","['v', 'E']",['mi'],"['iʁ', 'ɔ̃']",['ʁiʁE'],"['waʁ', 'e']","['od', 'ʁa']",['əzje'],['i'],['aɲE'],"['E', 'e']","['e', 'E', 'e']","['e', 'e']",['uʁjɔ̃'],"['ys', 'jɔ̃']",['tʁE'],"['aʃ', 'e']","['j', 'am']","['Es', 'e']","['O', 'e']","['ə', 'e']","['ə', 'ɑ̃']",['Eky'],"['aɲ', 'is']",[nan],['jɛʁ'],['ɛt'],['pɛʁmyt']
pondre,"['ə', 'n', 'ɔ̃']","['O', 'ʁ', 'ɔ̃']",['ɛ'],"['j', 'ɔ̃']",['miʁE'],['iz'],"['t', 'it']","['k', 'i']",['jasje'],"['pʁi', 'je']","['E', 'əʁE']","['d', 'is']","['tʁ', 'ɔ̃']","['uv', 'ʁa']","['u', 'ys']","['sw', 'a']","['O', 'a']",[''],"['m', 'jɔ̃']",['Eti'],['ozE'],"['av', 'E']","['Eky', 'ʁ']","['ɔ', 'ʁ']","['wa', 'jE']","['E', 'v']","['e', 'E', 'a']","['əi', 'əiʁ', 'ɔ̃']",['uvʁE'],"['Eʁʁ', 'e']",['yəʁa'],"['wa', 'je']",['u'],"['al', 'E']",['viʁ'],"['Ø', 'i']","['ə', 'e']","['œ', 'əʁjɔ̃']","['Ø', 'asjɔ̃']",['ɑ̃dʁE'],"['v', 'e']","['p', 'im']","['wa', 'je']","['O', 'e']",['d'],['ulɑ̃'],['uly'],['ʁis'],"['Eʁ', 'E']",['œv'],['m'],['ɛ̃vit']
